sku,name,vendor,category,status,description,material,color,price,currency,lead_time,country_of_origin,image_url_1,image_url_2,image_url_3,source_url,created_at,updated_at
CLB64,Barnacle Lamp,Porta Romana,lighting,APPROVED,"The Barnacle lamp has a heavy, low, round design and a unique personality due to the individual, sculpted ‘barnacle’ elements each hand-applied, adding to its texture and character. Available in glazes including Almond, Capri, Pudding, Safari or Tigers Eye. It has the feel of something old and interesting, looking at it more closely you notice how much depth there is to each finish.",Ceramic,Safari,1439.0,GBP,10-12 weeks,,http://portaromana.com/cdn/shop/files/CLB64-SFI-HERO_1200x1200.jpg?v=1741690183,http://portaromana.com/cdn/shop/files/CLB64-SFI-LIGHTS_1200x1200.jpg?v=1741690138,http://portaromana.com/cdn/shop/files/CLB64-SFI-HOVER_1200x1200.jpg?v=1741690171,https://portaromana.com/products/barnacle_lamp,2026-02-21T11:01:37.493934,2026-02-22T14:09:51.964303
CLB62,Finley Ceramic Lamp,Porta Romana,lighting,APPROVED,"One of the most exciting designs from the Autumn 24 collection, Finley — a large-scale hand-cast table lamp inspired by the abstract shape of a cactus with rippled, asymmetrical fins on all sides. Now available in Crème Brulée and Safari glazes, it somehow seems even more spectacular.",Ceramic,"Crème Brûlée, Safari",2319.0,GBP,8-10 weeks,,http://portaromana.com/cdn/shop/files/CLB62-CRB-HERO_1200x1200.jpg?v=1741259985,http://portaromana.com/cdn/shop/files/CLB62-CRB-LIGHTS_1200x1200.jpg?v=1741260067,http://portaromana.com/cdn/shop/files/CLB62-CRB-HOVER_1200x1200.jpg?v=1741260067,https://portaromana.com/products/finley_ceramic_lamp,2026-02-21T11:01:43.269137,2026-02-22T14:09:36.427652
TWL169S,Scallop Ceramic Wall Light Small,Porta Romana,lighting,APPROVED,"Since its launch in 2013 the Scallop Shell wall light has transformed bathrooms, kitchens and many other spaces due to its scale and proportion, the versatility of its finishes and the soft light it emits. To extend its influence, we have now created a smaller, more jewel-like scale in ceramic available in a series of different glazes. Capri and Myrtle are strong and eye-catching, while more neutral colours such as Safari give it tremendous scope for versatility.",Ceramic,"Capri, Myrtle, Safari",1674.0,GBP,Please contact sales@portaromana.com for lead time information,,http://portaromana.com/cdn/shop/files/TWL169S-CAP-HERO_1200x1200.jpg?v=1741097553,http://portaromana.com/cdn/shop/files/TWL169S-CAP-LIGHTS_6c87c88f-51d2-443e-a2c2-04ded549747a_1200x1200.jpg?v=1741098220,http://portaromana.com/cdn/shop/files/TWL169S-CAP-HOVER_1200x1200.jpg?v=1741098220,https://portaromana.com/products/scallop_wall_light_small,2026-02-21T11:01:50.864584,2026-02-22T14:09:21.787182
TWL166,Bolla Wall Light,Porta Romana,lighting,APPROVED,"The Bolla Wall Light is a reinterpretation of the Boublé table lamp, inspired by the work of Georges Jouve. It is part of the Porta Romana collection for Spring 25 and is available in a range of irresistible glazes including Safari, Pudding, Almond, or Myrtle. This product is UL listed.",Glazed ceramic,"Almond, Pudding, Myrtle, Safari",,,8 to 12 weeks,,https://portaromana.com/cdn/shop/files/TWL166-ALM-HERO_1_3024x.jpg?v=1771535250,https://portaromana.com/cdn/shop/files/TWL166-ALM-LIGHTS_3024x.jpg?v=1771535250,https://portaromana.com/cdn/shop/files/TWL166-ALM-HOVER_3024x.jpg?v=1771535250,https://portaromana.com/products/bolla_wall_light,2026-02-21T11:01:56.944939,2026-02-21T19:44:17.747265
TWL168S,Rupi Ceramic Wall Light Small,Porta Romana,lighting,APPROVED,"Inspired by the Pinea Trees that guard the southern Italian coastline, the Rupi wall light is sculpted, with textured branches and an undulating, curved up light. Now available in ceramic, glazed in Almond, Myrtle and Pudding, changing the character completely. The Rupi ceramic wall light is available in Large and Small.",Ceramic,"Myrtle, Almond, Pudding",918.0,GBP,Please contact sales@portaromana.com for lead time information,,https://portaromana.com/cdn/shop/files/TWL168S-MYR-HERO_3024x.jpg?v=1741273426,https://portaromana.com/cdn/shop/files/TWL168S-MYR-LIGHTS_3024x.jpg?v=1741273426,https://portaromana.com/cdn/shop/files/25_Spring_Rupi_Small_Rupi_Large_Portrait_3024x.jpg?v=1741343750,https://portaromana.com/products/rupi_ceramic_wall_light_small,2026-02-21T11:02:01.100951,2026-02-21T19:43:26.129979
97912,Bouquet,Arte,wallpaper,APPROVED,"A beautiful décor designed after a historic Rijksmuseum tapestry, presented on a slightly textured textile with an airy, open weave. The design comes to life on a slightly textured textile, whose airy, open weave lends the composition a calming and natural appearance.",Textile wallcovering on non-woven backing,Bister,,,,,https://edge.arte-international.com/media/0108a53e-f38c-40a1-aaa6-ceb1ce0d8797/conversions/LesTapisseries_Bouquet_97912_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/2eb41e57-c6e1-413f-88c5-6cbc2de6d0df/conversions/LesTapisseries_Bouquet_97912_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/2eb41e57-c6e1-413f-88c5-6cbc2de6d0df/conversions/LesTapisseries_Bouquet_97912_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/bouquet,2026-02-22T14:42:26.784178,2026-02-22T15:03:06.469453
97830,Ramage,Arte,wallpaper,APPROVED,"In the world of textile design, a ramage denotes a motif of branches and flowers—an apt name for this décor in a Japanese drawing style, where birds of paradise hide playfully among lush foliage. The luxurious jacquard textile lends the composition a classical, enduring elegance.",Textile wallcovering on non-woven backing,Spicy Beige,,,,,https://edge.arte-international.com/media/8c94cab6-071e-46b7-95b9-355bcc1e12aa/conversions/LesTapisseries_Ramage_97830_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/8c51ed88-6c09-4149-8b10-9d5a52afd7eb/conversions/LesTapisseries_Ramage_97830_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/8c51ed88-6c09-4149-8b10-9d5a52afd7eb/conversions/LesTapisseries_Ramage_97830_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/ramage,2026-02-22T14:42:33.031758,2026-02-22T15:02:49.025711
97840,Brocade,Arte,wallpaper,APPROVED,"The Brocade décor is derived from an early 20th century textile. Its refined motif, rich in detail and texture, is revived on a luxurious jacquard fabric, preserving the grandeur and elegance of the original pattern.",Textile wallcovering on non-woven backing,Vermilion,,,,,https://edge.arte-international.com/media/3884b8ec-2be3-4e4c-8e55-9213f4e9cec2/conversions/LesTapisseries_Brocade_97840_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/0bc70c75-1528-441c-b3cb-2c2e0ad5cd30/conversions/LesTapisseries_Brocade_97840_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/0bc70c75-1528-441c-b3cb-2c2e0ad5cd30/conversions/LesTapisseries_Brocade_97840_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/brocade,2026-02-22T14:42:39.477290,2026-02-22T15:02:41.149217
97850,Bucolique,Arte,wallpaper,APPROVED,"Bucolique is designed after a 17th-century tapestry, depicting an idyllic scene in which two elegant swans take centre stage. The panoramic composition is rendered on a richly textured textile, giving it the tactile presence and depth of an authentic wall tapestry.",Textile wallcovering on non-woven backing,Forest Green,,,,,https://edge.arte-international.com/media/a256d86c-9cb5-49c6-9447-148bb1cb092b/conversions/LesTapisseries_Bucolique_97850_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/1f8eba04-9269-451c-b0c5-811da905703e/conversions/LesTapisseries_Bucolique_97850_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/1f8eba04-9269-451c-b0c5-811da905703e/conversions/LesTapisseries_Bucolique_97850_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/bucolique,2026-02-22T14:42:45.311399,2026-02-22T15:02:35.741215
97860,Escapade,Arte,wallpaper,APPROVED,"The Escapade panorama, designed after a late-18th-century tapestry, evokes the atmosphere of a painted scene. It reveals a dreamy natural landscape that invites the viewer to wander and drift away, while the velvety-soft textile heightens the sense of luxury and elegance.",Textile wallcovering on non-woven backing,Cinnamon,,,,,https://edge.arte-international.com/media/5ba2672b-5218-4dac-93f8-fa95603ab6d5/conversions/LesTapisseries_Escapade_97860_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/96fb06e7-0090-404d-84ee-72c85fc2fbf0/conversions/LesTapisseries_Escapade_97860_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/96fb06e7-0090-404d-84ee-72c85fc2fbf0/conversions/LesTapisseries_Escapade_97860_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/escapade,2026-02-22T14:42:51.479184,2026-02-22T15:02:27.279882
97870,Floraison,Arte,wallpaper,APPROVED,"With its ornate frame, Floraison recalls the character of a classical painting. It is designed after an original 18th-century tapestry from Aubusson, and the composition draws the viewer almost irresistibly into the scene. The panorama is executed on a parchment-like base, emphasising the authentic origin of the drawing.",Non-woven wallcovering,Red Foliage,,,,,https://edge.arte-international.com/media/68eaec52-ee42-4e2c-b0c3-62cd9861472a/conversions/LesTapisseries_Floraison_97870_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/b0e38270-b12f-4b22-8a78-d2454038b9b0/conversions/LesTapisseries_Floraison_97870_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/b0e38270-b12f-4b22-8a78-d2454038b9b0/conversions/LesTapisseries_Floraison_97870_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/floraison,2026-02-22T14:42:57.708482,2026-02-22T15:02:20.626797
97881,Récolte des Fleurs,Arte,wallpaper,APPROVED,"The Récolte des Fleurs panorama, designed after an antique Beauvais tapestry, depicts a lively and joyful scene. The flower pickers celebrate life with an infectious energy that seems to radiate from the design. Rendered on a parchment-like base, the work glows like a precious artefact that has gracefully withstood the test of time.",Non-woven wallcovering,Morning Light,,,,,https://edge.arte-international.com/media/d32f16d2-843d-4d9a-a008-e81b1782ca07/conversions/LesTapisseries_RécoltedesFleurs_97881_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/96886958-ab97-4150-9b6e-0167e4c55029/conversions/LesTapisseries_RécoltedesFleurs_97881_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/96886958-ab97-4150-9b6e-0167e4c55029/conversions/LesTapisseries_RécoltedesFleurs_97881_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/recolte-des-fleurs,2026-02-22T14:43:04.489647,2026-02-22T15:02:12.601149
97890,Ornement,Arte,wallpaper,APPROVED,"The abstract floral richness of the Ornement décor captivates through its exceptional cross-stitch embroidery. This rendering of an 18th-century tapestry is revitalised on a luxurious, ultra-soft velour, adding depth and tactile allure to the design.",Textile wallcovering on non-woven backing,Ochre,,,,,https://edge.arte-international.com/media/8565ce6b-d496-453a-acae-9ea6434991e3/conversions/LesTapisseries_Ornement_97890_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/5d67e6b9-42e2-4a4a-85a4-57339ee90e50/conversions/LesTapisseries_Ornement_97890_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/5d67e6b9-42e2-4a4a-85a4-57339ee90e50/conversions/LesTapisseries_Ornement_97890_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/ornement,2026-02-22T14:43:10.813391,2026-02-22T15:01:49.690623
97900,Collines,Arte,wallpaper,APPROVED,"The Collines décor is derived from an authentic 18th-century tapestry from Aubusson. Its abstract botanical motif is distinctly timeless, making it perfectly suited to contemporary interiors while preserving the charm of its historic origins.",Textile wallcovering on non-woven backing,Indigo,,,,,https://edge.arte-international.com/media/741a609a-5cb9-460e-aba5-67057dd59212/conversions/LesTapisseries_Collines_97900_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/231a7a2f-b7c6-4c4d-ba99-757148603a81/conversions/LesTapisseries_Collines_97900_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/231a7a2f-b7c6-4c4d-ba99-757148603a81/conversions/LesTapisseries_Collines_97900_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/les-tapisseries/collines,2026-02-22T14:43:17.065145,2026-02-22T15:01:45.113907
90515A,Riverbank,Arte,wallpaper,APPROVED,"Inspired by classic tapestries, this woven jacquard wallcovering depicts a lush riverbank with a Japanese crane peeking out of the vegetation. This unique species symbolises good luck and longevity in Japan. The drawing is intentionally pixelated in a nod to the country's mid-century optimism.",Textile wallcovering on non-woven backing,"Ponceau, Ombre, Autumn Gold",,,,,https://edge.arte-international.com/media/64be64fc-4273-474d-8f8f-02aa40751c44/conversions/Boutique_Riverbank_90515_1_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/0fb2557d-2e9a-40df-ab6b-b005207d7b91/conversions/Boutique_Riverbank_90515_1_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/25837680-a9a3-4ccf-af43-47cc16c7c8bb/conversions/LesTapisseries_Riverbank_90516A_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/les-tapisseries/riverbank-1,2026-02-22T14:43:23.334366,2026-02-22T15:01:39.549706
18330,Kashmir,Arte,wallpaper,APPROVED,"Kashmir is a panoramic design inspired by the colourful shawls of India, printed on a vinyl base with the texture of evenly woven linen.",Vinyl wallpaper on paper backing,,,,,,https://edge.arte-international.com/media/8149dc5d-651e-4c23-aebf-ff3d40e71461/conversions/Indienne_Kashmir_18330_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/68f310a7-23f6-4b5d-9c36-83a8e5e93654/conversions/Indienne_Kashmir_18330_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/e524f15c-ed1a-467b-b07b-e8179900dd63/conversions/Indienne_Kashmir_18332_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/indienne/kashmir,2026-02-22T14:43:29.962941,2026-02-22T15:01:33.570742
18321,Kerala,Arte,wallpaper,APPROVED,"The swaying palms along the riverbanks of the Indian state of Kerala inspired this panoramic design. Its graceful lines stand out beautifully on the vinyl base, which has the relaxed, open-woven texture of linen.",Vinyl wallpaper on paper backing,Forest,,,,,https://edge.arte-international.com/media/2da40c74-ae11-459a-a345-543fd0de93a5/conversions/Indienne_Kerala_18321_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/9b2d6656-3ac0-41f5-9bdc-b198483c7c9c/conversions/Indienne_Kerala_18321_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/3cdd4496-9aa2-4061-9625-e8b259272e48/conversions/Indienne_Kerala_18320_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/indienne/kerala,2026-02-22T14:43:36.310599,2026-02-22T15:01:27.754242
18360,Bundi,Arte,wallpaper,APPROVED,"This plain design offers a remarkably realistic interpretation of timeless linen, with an exceptionally matte vinyl finish. Its even weave creates a calm, balanced effect. Bundi, named after the charming Indian town, is available in a rich palette of warm, natural colours.",Vinyl wallpaper on paper backing,Cloth,,,,,https://edge.arte-international.com/media/a914a103-52a6-43ec-b361-ff9da13e4afb/conversions/Indienne_Bundi_18364_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/2b75345c-8b4f-4d15-a356-9aee21b71127/conversions/Indienne_Bundi_18364_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/5c94aaa6-2336-4b97-a073-9d262e0f913d/conversions/Indienne_Bundi_18368_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/indienne/bundi,2026-02-22T14:43:44.297674,2026-02-22T15:01:22.308930
18340,Mandu,Arte,wallpaper,APPROVED,"Named after the historic Indian city of Mandu, this understated design is a vinyl with the elegant, airy look of handwoven linen. Its open weave reveals subtle irregularities, highlighting its artisanal character. Mandu is available in a beautiful palette of warm, natural colours.",Vinyl wallpaper on paper backing,Cider,,,,,https://edge.arte-international.com/media/4a10e11d-167a-4145-b3ac-60f9e98265c9/conversions/Indienne_Mandu_18340_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/a77c6d79-cf11-4103-8e83-7fe13c43987e/conversions/Indienne_Mandu_18340_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/9e9ec23e-0db8-4100-a320-1f1f17c155e7/conversions/Indienne_Mandu_18348_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/indienne/mandu,2026-02-22T14:43:52.587709,2026-02-22T14:55:14.355162
18310,Agra,Arte,wallpaper,APPROVED,"Agra is an abstract flower design printed on an elegant vinyl base that mimics the texture of handwoven linen. It draws inspiration from the flowering plants that color the landscape in spring, as well as the floral garlands found in countless street stalls.",Vinyl wallpaper on paper backing,Okra,,,,,https://edge.arte-international.com/media/1bb7269e-a1af-4f74-996b-0b13fee4228c/conversions/Indienne_Agra_18310_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/66a436a7-8158-40b6-ac85-031c0d9ae91b/conversions/Indienne_Agra_18310_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/66a436a7-8158-40b6-ac85-031c0d9ae91b/conversions/Indienne_Agra_18310_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/indienne/agra,2026-02-22T14:43:59.370365,2026-02-22T14:55:08.839307
18300,Poona,Arte,wallpaper,APPROVED,"This airy design is named after the Indian city of Pune, formerly Poona, home to the magnificent Aga Khan Palace. Poona draws inspiration from the palace’s graceful arches and is printed on a vinyl base with a realistic, evenly woven linen texture.",Vinyl wallpaper on paper backing,Cinnamon,,,,,https://edge.arte-international.com/media/a9347616-a4e6-4457-a8e2-e03e7abcc55f/conversions/Indienne_Poona_18300_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/04526974-879f-40fa-bca5-2a81d26440dc/conversions/Indienne_Poona_18300_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/04526974-879f-40fa-bca5-2a81d26440dc/conversions/Indienne_Poona_18300_Roomshot_Web_LR-fullscreen.jpg,https://www.arte-international.com/en/collections/indienne/poona,2026-02-22T14:44:05.894437,2026-02-22T14:55:04.784582
23420,Ibis,Arte,wallpaper,APPROVED,"The Ibis design features tall panels depicting the verdant green riverbanks of the Nile, rendered in a soft relief textile. Among the lush foliage, the graceful ibis - a bird rich in ancient Egyptian symbolism - occasionally appears, adding a poetic touch to the design.",3D textile wallcovering on non-woven backing,Off-white,,,,,https://edge.arte-international.com/media/90e15944-51e0-4a51-8362-558e320f694c/conversions/Memphis_Ibis_23420_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/2183e2bc-0620-43c4-81ae-6364abed3937/conversions/Memphis_Ibis_23420_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/93202a24-cb26-43cc-906b-100b222d23bd/conversions/Memphis_Ibis_23423_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/memphis/ibis,2026-02-22T14:44:12.226600,2026-02-22T14:55:00.418962
23440,Abydos,Arte,wallpaper,APPROVED,"This intriguing geometric pattern, Abydos, is composed of strong lines moving in different directions, inspired by the characteristic structures of the temples of Abydos, one of Egypt’s oldest and most spiritual cities. The soft 3D textile amplifies the dynamic effect, truly bringing the design to life.",3D textile wallcovering on non-woven backing,Elephant,,,,,https://edge.arte-international.com/media/c37b2063-eaa1-4f10-9fc4-4970c355799c/conversions/Memphis_Abydos_23441_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/be076a6a-dbf4-4430-b120-6feea7f0e07c/conversions/Memphis_Abydos_23441_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/4ca9af44-d123-43a3-b6d3-dce02836af07/conversions/Memphis_Abydos_23440_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/memphis/abydos,2026-02-22T14:44:18.900075,2026-02-22T14:54:55.240787
23430,Siwa,Arte,wallpaper,APPROVED,"The Siwa design draws inspiration from the distinctive texture of the palm trunk, subtly referencing the remarkable trees that symbolize life in the desert. This design exudes warmth thanks to the soft, tactile relief textile.",3D textile wallcovering on non-woven backing,Chestnut,,,,,https://edge.arte-international.com/media/28526376-f68d-4b02-b1d1-ec0657c8bd9d/conversions/Memphis_Siwa_23432_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/428898de-d288-40f3-b463-1714c59de939/conversions/Memphis_Siwa_23432_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/de8903b2-ec44-47d4-9658-3bd5e9887e6f/conversions/Memphis_Siwa_23430_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/memphis/siwa,2026-02-22T14:44:25.658313,2026-02-22T14:54:35.779052
23410,Sakkara,Arte,wallpaper,APPROVED,"Sakkara takes its name from the necropolis near Memphis, world-famous for its many pyramids, including Pharaoh Djoser’s iconic step pyramid. This pattern is inspired by the breathtaking desert landscape and evokes the architectural rhythm of the pyramids through layered structures and rectangular forms. The velvety 3D textile gives the design a remarkably vibrant presence.",3D textile wallcovering on non-woven backing,Bister,,,,,https://edge.arte-international.com/media/3fcbf2c1-3615-4843-8247-af43458f3671/conversions/Memphis_Sakkara_23410_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/a580214f-25ff-472e-b88c-6a2bd8dfab64/conversions/Memphis_Sakkara_23410_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/4e444754-6065-4010-b25f-38badbc6a9e1/conversions/Memphis_Sakkara_23411_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/memphis/sakkara,2026-02-22T14:44:31.699985,2026-02-22T14:54:29.607327
23400,Amarna,Arte,wallpaper,APPROVED,"Amarna is a rich and lively design, loosely inspired by the organic layout of a bustling city. Named after the ancient Egyptian city surrounded by fertile valleys on the eastern bank of the Nile, it is crafted in a soft, luxurious 3D textile that enhances its dynamic, vibrant feel.",3D textile wallcovering on non-woven backing,Camel,,,,,https://edge.arte-international.com/media/c90bedc9-cabe-43a2-b1f7-a0d16734d665/conversions/Memphis_Amarna_23400_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/cc56d30c-5e1c-4b22-878e-b437681e6f1b/conversions/Memphis_Amarna_23400_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/d6bc7e03-aec4-4ca6-baaf-ed262dab34d5/conversions/Memphis_Amarna_23402_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/memphis/amarna,2026-02-22T14:44:37.878555,2026-02-22T14:54:20.192245
48641,Avra,Arte,wallpaper,APPROVED,"An aura, or ‘avra’ in Greek, is an invisible atmosphere or a feeling surrounding a person, place, or object. This design captures that very essence, with an aura-like effect that seems to float around the drawing. Printed onto a fine fil à fil textile, it uses a generous application of ink to create a design that seems to hover gently on the surface, resulting in an enchanting effect.",Textile wallcovering on non-woven backing,Eggshell,,,,,https://edge.arte-international.com/media/3af9c362-0fc7-4c37-81a8-a47d16cdcf0b/conversions/Zephyr_Avra_48641_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/a1a7c058-2ef1-4687-9fe3-889bae8fe7df/conversions/Zephyr_Avra_48641_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/33eaf297-230c-4ede-a8c8-b9d94cd31c71/conversions/Zephyr_Avra_48642_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/zephyr/avra,2026-02-22T14:44:44.704826,2026-02-22T14:54:13.496432
48652,Allagi,Arte,wallpaper,APPROVED,"A design created from genuine sisal, treated and printed to achieve a weathered surface with a strong patina effect. Allagi, meaning Greek for change or transformation, refers to the layered characteristics of this naturally beautiful design.",Natural wallcovering on non-woven backing,Oat,,,,,https://edge.arte-international.com/media/8bc080b3-eed2-49c3-88a3-65fd3a5e8b49/conversions/Zephyr_Allagi_48652_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/626e1831-f178-4fa7-9ee8-042c7cf0e4f3/conversions/Zephyr_Allagi_48652_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/0f418607-4203-475e-8cbc-6910feb358a4/conversions/Zephyr_Allagi_48659_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/zephyr/allagi,2026-02-22T14:44:51.972861,2026-02-22T14:54:02.230345
29224,Galon,Arte,wallpaper,APPROVED,"The Galon design draws inspiration from the upholstery of antique French sofas, often adorned with refined two-tone stripes. This motif is reinterpreted here in a velvet jacquard, shimmering with a sophisticated sheen. Its name references the French ‘galon,’ a decorative ribbon traditionally used to accentuate luxurious textile finishes.",Textile wallcovering on non-woven backing,Stone Terracotta,,,,,https://edge.arte-international.com/media/105e585c-3e33-426b-ae6e-7df7bf739b6a/conversions/Allures_Galon_29224_1_Roomshot_Web_LR-og.jpg,https://edge.arte-international.com/media/8571da7a-7bf9-4abc-adf0-76863cee5413/conversions/Allures_Galon9224_1_Roomshot_Web_LR-medium-two-thirds.jpg,https://edge.arte-international.com/media/4209b4e5-388a-44b5-90fc-7f8006b9b9b1/conversions/Allures_Galon9223_Roomshot_Web_LR-medium-two-thirds.jpg,https://www.arte-international.com/en/collections/allures/galon/29220,2026-02-22T15:04:16.762806,2026-02-22T15:04:58.906540
FAB-FAB-8099AEA2,Fabricut,Fabricut,fabric,APPROVED,Fabricut is one of the largest distributors of decorative fabrics and wholesale fabric. We are the brand designers depend on for everyday decorating.,,,,,,,,,,https://fabricut.com/sign-in,2026-02-22T17:03:17.033498,2026-02-22T17:06:03.736030
3170001,Wind Chime Matte Ocean,Fabricut,fabric,APPROVED,"Wind Chime Matte Ocean is a high-end contemporary fabric from S. Harris, featuring an exclusive print pattern with a large scale design. Made from 100% linen, it is suitable for bedding, drapery, and multipurpose uses. The fabric is reversible and meets fire safety codes UFAC Class I and NFPA 260. It is recommended for dry cleaning only.",100% Linen,"Blue, Metallic, Green",,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/2505101.jpg,https://s3.amazonaws.com/fabricut.img/img/product_images/thumbnails/2505102.jpg,,https://fabricut.com/sharris/fabric/3170001/wind-chime-matte/ocean,2026-02-22T17:03:24.131452,2026-02-22T17:06:03.736027
2505301,Wind Chime 01,Fabricut,fabric,APPROVED,"Wind Chime 01 is a high-end contemporary fabric from S. Harris, featuring an exclusive print pattern with a large scale design. Made from 100% linen, it is suitable for bedding, drapery, and multipurpose applications. The fabric is reversible and dry clean only, with a fire rating of UFAC Class I / NFPA 260.",100% Linen,"Blue, Metallic, Green",,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/2505101.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2505101.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2505101_stylized_secondary%403x.jpg,https://fabricut.com/sharris/fabric/2505301/wind-chime/01,2026-02-22T17:03:33.274177,2026-02-22T17:06:03.736008
